ID_Registro,ID_Lote,ID_Local,Categoria,Producto,Stock_Unidades,Costo_Unitario_USD,Precio_Venta_USD,Fecha_Ingreso,Fecha_Vencimiento,RSL_Dias_Remanentes,Rotacion_Diaria_Promedio,Dias_Para_Agotar_Stock,Condicion_Almacenamiento,Tiempo_Transito_Horas,Costo_Transporte_Unit_USD,Alerta_Sistema_Predictivo,Accion_Control_Interno,Estado_Merma,Unidades_Mermadas,Valor_Merma_USD
REG-012542,LOT-2025-6615,POS-006,Farmacia/Medicamentos,Vitamina C 1000mg Comp,113,0.36,1.1,2026-07-06,2027-05-08,232,14.36,7.9,Optima,4.7,0.301,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012543,LOT-2025-8919,POS-004,Agroquímicos,Mancozeb 80% WP 1Kg,267,2.72,6.22,2025-06-04,2026-09-15,-3,14.98,17.8,Optima,3.3,0.218,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,267,726.24
REG-012544,LOT-2025-2107,POS-023,Consumo Masivo,Snack Papas Fritas 150g,108,0.39,0.84,2025-08-17,2026-09-24,6,14.22,7.6,Desviación Menor,4.5,0.29,Riesgo Inminente: Descuento / Remate,Promoción Aplicada,Sin Merma,0,0.0
REG-012545,LOT-2025-1690,POS-020,Consumo Masivo,Leche Entera Larga Vida 1L,124,0.62,0.95,2025-03-04,2026-10-21,33,5.89,21.0,Optima,2.5,0.173,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012546,LOT-2025-4520,POS-002,Farmacia/Medicamentos,Paracetamol 500mg Tab,137,0.15,0.45,2025-04-18,2026-12-08,81,5.41,25.3,Optima,3.6,0.236,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012547,LOT-2025-2530,POS-005,Farmacia/Medicamentos,Amoxicilina 500mg Cap,139,0.82,2.18,2025-06-21,2026-12-21,94,2.44,56.7,Desviación Crítica,3.2,0.213,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012548,LOT-2025-4250,POS-011,Consumo Masivo,Snack Papas Fritas 150g,79,0.39,0.84,2025-03-19,2026-11-18,61,10.31,7.7,Optima,2.6,0.179,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012549,LOT-2025-4922,POS-014,Agroquímicos,Insecticida Cyper 200 EC 1L,296,4.41,11.2,2025-07-05,2026-10-12,24,13.34,22.2,Optima,5.8,0.368,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012550,LOT-2025-6843,POS-020,Farmacia/Medicamentos,Paracetamol 500mg Tab,149,0.16,0.44,2025-07-09,2026-09-05,-13,9.45,15.8,Optima,2.1,0.146,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,149,23.84
REG-012551,LOT-2025-5940,POS-003,Farmacia/Medicamentos,Vitamina C 1000mg Comp,224,0.37,1.11,2026-01-31,2027-09-12,359,0.22,973.9,Desviación Menor,3.2,0.212,Alerta Temprana: Redistribución Sugerida,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-012552,LOT-2025-9515,POS-006,Farmacia/Medicamentos,Paracetamol 500mg Tab,122,0.15,0.46,2025-08-29,2026-10-12,24,13.48,9.0,Optima,3.9,0.256,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012553,LOT-2025-9553,POS-017,Agroquímicos,Mancozeb 80% WP 1Kg,207,2.83,6.08,2026-08-26,2027-08-18,334,7.1,29.1,Optima,4.9,0.316,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012554,LOT-2025-5653,POS-014,Agroquímicos,Mancozeb 80% WP 1Kg,283,2.67,6.3,2025-07-28,2026-10-27,39,0.41,673.8,Optima,3.7,0.243,Alerta Temprana: Redistribución Sugerida,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-012555,LOT-2025-9922,POS-020,Consumo Masivo,Snack Papas Fritas 150g,72,0.39,0.86,2025-02-02,2026-12-29,102,3.72,19.3,Optima,1.6,0.116,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012556,LOT-2025-4487,POS-019,Farmacia/Medicamentos,Amoxicilina 500mg Cap,62,0.83,2.2,2025-12-06,2026-12-09,82,10.71,5.8,Optima,4.0,0.26,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012557,LOT-2025-6185,POS-017,Farmacia/Medicamentos,Omeprazol 20mg Cap,214,0.49,1.52,2026-03-24,2027-09-10,357,9.29,23.0,Optima,5.7,0.359,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012558,LOT-2025-5345,POS-018,Consumo Masivo,Leche Entera Larga Vida 1L,261,0.64,0.97,2025-05-17,2026-09-30,12,6.42,40.6,Optima,0.6,0.056,Riesgo Inminente: Descuento / Remate,Promoción Aplicada,Sin Merma,0,0.0
REG-012559,LOT-2025-4068,POS-025,Farmacia/Medicamentos,Omeprazol 20mg Cap,280,0.51,1.51,2025-09-23,2026-10-26,38,0.61,451.6,Optima,3.9,0.254,Alerta Temprana: Redistribución Sugerida,Promoción Aplicada,Sin Merma,0,0.0
REG-012560,LOT-2025-9236,POS-013,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,203,0.25,0.8,2026-05-02,2028-03-03,532,3.94,51.4,Optima,2.1,0.147,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012561,LOT-2025-5231,POS-010,Farmacia/Medicamentos,Omeprazol 20mg Cap,164,0.49,1.52,2026-08-14,2027-01-13,117,6.75,24.3,Optima,4.3,0.277,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012562,LOT-2025-3759,POS-010,Consumo Masivo,Leche Entera Larga Vida 1L,106,0.66,0.97,2026-04-24,2026-10-30,42,9.06,11.7,Optima,5.7,0.364,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012563,LOT-2025-6015,POS-023,Farmacia/Medicamentos,Amoxicilina 500mg Cap,96,0.81,2.23,2025-03-01,2027-01-04,108,6.57,14.6,Optima,4.1,0.268,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012564,LOT-2025-3180,POS-022,Agroquímicos,Mancozeb 80% WP 1Kg,279,2.72,6.15,2026-03-06,2027-07-05,290,2.73,101.8,Optima,2.8,0.188,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012565,LOT-2025-9156,POS-003,Farmacia/Medicamentos,Vitamina C 1000mg Comp,249,0.35,1.1,2025-01-19,2026-12-06,79,13.94,17.8,Optima,1.5,0.11,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012566,LOT-2025-2665,POS-015,Consumo Masivo,Snack Papas Fritas 150g,131,0.4,0.86,2026-07-08,2026-09-23,5,7.64,17.1,Optima,5.7,0.364,Riesgo Inminente: Descuento / Remate,Promoción Aplicada,Sin Merma,0,0.0
REG-012567,LOT-2025-1374,POS-018,Agroquímicos,Fertilizante Foliar 1L,296,2.11,5.02,2025-01-09,2027-01-14,118,13.34,22.2,Optima,1.2,0.091,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012568,LOT-2025-1754,POS-021,Farmacia/Medicamentos,Amoxicilina 500mg Cap,65,0.83,2.18,2026-03-24,2026-12-05,78,2.07,31.3,Optima,1.4,0.103,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012569,LOT-2025-7178,POS-008,Farmacia/Medicamentos,Vitamina C 1000mg Comp,111,0.36,1.12,2025-12-18,2027-05-28,252,9.09,12.2,Optima,4.8,0.308,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012570,LOT-2025-7009,POS-005,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,237,0.25,0.79,2025-04-13,2026-10-31,43,8.92,26.5,Optima,3.3,0.22,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012571,LOT-2025-7992,POS-006,Farmacia/Medicamentos,Vitamina C 1000mg Comp,245,0.35,1.12,2026-02-05,2026-10-31,43,8.22,29.8,Optima,3.0,0.198,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012572,LOT-2025-3564,POS-010,Farmacia/Medicamentos,Vitamina C 1000mg Comp,139,0.37,1.1,2026-07-05,2027-11-24,432,4.53,30.6,Optima,0.6,0.055,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012573,LOT-2025-9992,POS-017,Farmacia/Medicamentos,Vitamina C 1000mg Comp,106,0.34,1.12,2026-07-10,2028-05-29,619,5.05,20.9,Optima,5.3,0.34,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012574,LOT-2025-6950,POS-016,Farmacia/Medicamentos,Vitamina C 1000mg Comp,40,0.34,1.11,2025-10-29,2026-12-25,98,2.11,18.9,Optima,6.0,0.383,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012575,LOT-2025-8171,POS-006,Consumo Masivo,Bebida Energizante 500ml,111,0.72,1.49,2025-07-02,2026-10-28,40,13.92,8.0,Optima,4.5,0.29,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012576,LOT-2025-2791,POS-010,Consumo Masivo,Snack Papas Fritas 150g,108,0.41,0.86,2026-08-31,2026-10-20,32,5.74,18.8,Optima,1.8,0.127,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012577,LOT-2025-6304,POS-019,Agroquímicos,Insecticida Cyper 200 EC 1L,72,4.13,11.12,2025-06-23,2026-09-25,7,13.16,5.5,Optima,3.9,0.254,Riesgo Inminente: Descuento / Remate,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-012578,LOT-2025-8958,POS-012,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,27,0.25,0.8,2025-12-12,2026-11-19,62,8.45,3.2,Optima,4.5,0.29,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012579,LOT-2025-8422,POS-022,Farmacia/Medicamentos,Omeprazol 20mg Cap,122,0.48,1.48,2025-03-18,2026-10-30,42,1.91,63.5,Optima,5.1,0.328,Alerta Temprana: Redistribución Sugerida,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-012580,LOT-2025-8116,POS-020,Consumo Masivo,Bebida Energizante 500ml,96,0.69,1.49,2025-07-27,2026-11-05,48,9.45,10.1,Optima,3.8,0.248,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012581,LOT-2025-6945,POS-007,Farmacia/Medicamentos,Vitamina C 1000mg Comp,78,0.34,1.09,2026-01-07,2026-11-01,44,9.03,8.6,Optima,2.2,0.155,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012582,LOT-2025-9331,POS-015,Farmacia/Medicamentos,Vitamina C 1000mg Comp,263,0.36,1.11,2026-03-01,2028-01-28,497,11.71,22.4,Optima,3.8,0.248,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012583,LOT-2025-1413,POS-025,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,74,0.25,0.81,2026-04-01,2027-01-20,124,4.56,16.2,Optima,1.7,0.122,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012584,LOT-2025-8900,POS-005,Consumo Masivo,Snack Papas Fritas 150g,214,0.4,0.84,2025-10-20,2026-10-22,34,1.46,145.6,Optima,1.5,0.11,Alerta Temprana: Redistribución Sugerida,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-012585,LOT-2025-9319,POS-008,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,253,0.26,0.82,2026-06-02,2027-11-10,418,14.41,17.5,Desviación Menor,6.2,0.389,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012586,LOT-2025-4470,POS-011,Consumo Masivo,Leche Entera Larga Vida 1L,182,0.62,0.95,2025-06-17,2026-09-26,8,2.31,78.4,Optima,4.3,0.28,Riesgo Inminente: Descuento / Remate,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-012587,LOT-2025-2868,POS-023,Farmacia/Medicamentos,Amoxicilina 500mg Cap,200,0.83,2.19,2025-09-25,2026-11-24,67,0.27,714.3,Optima,4.7,0.301,Alerta Temprana: Redistribución Sugerida,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-012588,LOT-2025-7249,POS-025,Farmacia/Medicamentos,Vitamina C 1000mg Comp,80,0.34,1.1,2025-10-14,2027-03-27,190,0.57,137.9,Desviación Crítica,4.7,0.299,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012589,LOT-2025-4793,POS-004,Consumo Masivo,Galletas Integrales 200g,177,0.5,1.12,2026-01-26,2026-08-31,-18,10.06,17.6,Optima,1.6,0.119,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,177,88.5
REG-012590,LOT-2025-4932,POS-011,Consumo Masivo,Galletas Integrales 200g,151,0.49,1.12,2026-08-15,2026-11-24,67,13.09,11.5,Desviación Menor,5.0,0.32,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012591,LOT-2025-3308,POS-017,Consumo Masivo,Bebida Energizante 500ml,224,0.71,1.5,2025-03-03,2026-12-11,84,8.83,25.3,Desviación Menor,1.6,0.115,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012592,LOT-2025-9398,POS-016,Farmacia/Medicamentos,Paracetamol 500mg Tab,20,0.16,0.46,2026-04-05,2026-10-24,36,1.64,12.1,Optima,2.2,0.152,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012593,LOT-2025-2670,POS-006,Agroquímicos,Mancozeb 80% WP 1Kg,107,2.68,6.16,2025-12-18,2026-12-30,103,3.68,29.0,Optima,2.1,0.147,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012594,LOT-2025-7466,POS-013,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,273,0.24,0.79,2025-04-12,2027-02-25,160,3.58,76.0,Optima,0.7,0.06,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012595,LOT-2025-9034,POS-021,Farmacia/Medicamentos,Omeprazol 20mg Cap,37,0.5,1.48,2025-12-26,2027-05-12,236,9.43,3.9,Optima,1.8,0.128,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012596,LOT-2025-3740,POS-019,Farmacia/Medicamentos,Omeprazol 20mg Cap,24,0.51,1.49,2025-09-08,2026-09-22,4,1.28,18.6,Optima,2.0,0.139,Riesgo Inminente: Descuento / Remate,Sin Acción,Merma Parcial,18,9.18
REG-012597,LOT-2025-1532,POS-025,Consumo Masivo,Bebida Energizante 500ml,109,0.71,1.48,2026-01-14,2026-09-12,-6,5.39,20.2,Optima,4.0,0.259,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,109,77.39
REG-012598,LOT-2025-1142,POS-018,Consumo Masivo,Galletas Integrales 200g,299,0.5,1.1,2025-03-18,2026-12-13,86,5.94,50.3,Optima,2.0,0.139,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012599,LOT-2025-2859,POS-016,Farmacia/Medicamentos,Vitamina C 1000mg Comp,273,0.34,1.12,2025-08-19,2026-11-12,55,6.51,41.9,Optima,3.6,0.239,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012600,LOT-2025-4445,POS-003,Consumo Masivo,Leche Entera Larga Vida 1L,24,0.64,0.96,2025-04-26,2026-11-30,73,9.17,2.6,Optima,3.3,0.22,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012601,LOT-2025-7815,POS-004,Agroquímicos,Mancozeb 80% WP 1Kg,298,2.77,6.17,2025-12-03,2026-11-16,59,0.75,392.1,Desviación Menor,3.0,0.203,Alerta Temprana: Redistribución Sugerida,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-012602,LOT-2025-2899,POS-002,Consumo Masivo,Snack Papas Fritas 150g,22,0.39,0.86,2025-11-21,2026-09-03,-15,14.98,1.5,Optima,0.7,0.06,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,22,8.58
REG-012603,LOT-2025-6591,POS-007,Agroquímicos,Fertilizante Foliar 1L,223,2.13,4.97,2025-05-30,2026-09-23,5,7.48,29.8,Optima,2.1,0.146,Riesgo Inminente: Descuento / Remate,Promoción Aplicada,Sin Merma,0,0.0
REG-012604,LOT-2025-7811,POS-020,Farmacia/Medicamentos,Paracetamol 500mg Tab,62,0.16,0.45,2025-10-06,2026-12-04,77,5.45,11.4,Desviación Menor,6.0,0.379,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012605,LOT-2025-6133,POS-024,Consumo Masivo,Leche Entera Larga Vida 1L,109,0.65,0.96,2025-08-19,2026-09-05,-13,3.96,27.5,Optima,3.2,0.215,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,109,70.85
REG-012606,LOT-2025-1038,POS-001,Consumo Masivo,Bebida Energizante 500ml,143,0.72,1.47,2025-02-06,2026-09-12,-6,7.64,18.7,Optima,5.9,0.374,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,143,102.96
REG-012607,LOT-2025-5277,POS-019,Consumo Masivo,Leche Entera Larga Vida 1L,38,0.65,0.94,2025-07-12,2026-11-06,49,3.94,9.6,Optima,0.5,0.052,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012608,LOT-2025-4183,POS-009,Consumo Masivo,Galletas Integrales 200g,280,0.48,1.09,2026-06-12,2026-12-05,78,12.13,23.1,Optima,0.6,0.056,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012609,LOT-2025-5583,POS-015,Consumo Masivo,Leche Entera Larga Vida 1L,263,0.65,0.94,2025-04-12,2026-11-16,59,8.49,30.9,Optima,0.8,0.071,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012610,LOT-2025-2427,POS-004,Farmacia/Medicamentos,Vitamina C 1000mg Comp,61,0.35,1.11,2025-10-22,2027-01-06,110,14.85,4.1,Desviación Menor,4.9,0.316,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012611,LOT-2025-6638,POS-015,Agroquímicos,Mancozeb 80% WP 1Kg,285,2.93,6.08,2026-03-07,2027-08-13,329,10.99,25.9,Optima,6.0,0.383,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012612,LOT-2025-5487,POS-006,Farmacia/Medicamentos,Amoxicilina 500mg Cap,177,0.8,2.18,2026-08-15,2027-06-18,273,5.52,32.0,Optima,1.6,0.115,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012613,LOT-2025-5957,POS-023,Consumo Masivo,Snack Papas Fritas 150g,189,0.41,0.86,2026-05-24,2026-10-26,38,6.15,30.7,Desviación Menor,5.4,0.343,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012614,LOT-2025-8280,POS-003,Consumo Masivo,Leche Entera Larga Vida 1L,52,0.66,0.95,2026-04-24,2026-12-19,92,5.66,9.2,Optima,2.9,0.196,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012615,LOT-2025-4768,POS-024,Agroquímicos,Mancozeb 80% WP 1Kg,45,2.79,6.32,2025-10-10,2027-05-05,229,12.33,3.6,Optima,3.2,0.21,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012616,LOT-2025-2437,POS-016,Farmacia/Medicamentos,Amoxicilina 500mg Cap,207,0.79,2.16,2025-09-15,2027-01-02,106,6.7,30.8,Optima,3.6,0.239,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012617,LOT-2025-1541,POS-002,Farmacia/Medicamentos,Amoxicilina 500mg Cap,189,0.8,2.18,2026-03-13,2027-02-12,147,12.1,15.6,Optima,0.6,0.056,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012618,LOT-2025-3013,POS-017,Consumo Masivo,Snack Papas Fritas 150g,123,0.39,0.86,2026-08-08,2027-01-21,125,13.52,9.1,Optima,2.1,0.144,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012619,LOT-2025-8426,POS-011,Agroquímicos,Insecticida Cyper 200 EC 1L,132,4.09,11.19,2025-07-03,2026-09-24,6,6.07,21.7,Optima,2.6,0.179,Riesgo Inminente: Descuento / Remate,Promoción Aplicada,Sin Merma,0,0.0
REG-012620,LOT-2025-4829,POS-005,Farmacia/Medicamentos,Paracetamol 500mg Tab,69,0.15,0.46,2025-05-23,2026-12-10,83,14.92,4.6,Desviación Menor,6.0,0.377,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012621,LOT-2025-5617,POS-012,Agroquímicos,Mancozeb 80% WP 1Kg,28,2.76,6.31,2025-12-08,2027-01-17,121,11.63,2.4,Optima,3.8,0.246,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012622,LOT-2025-9416,POS-007,Farmacia/Medicamentos,Omeprazol 20mg Cap,96,0.5,1.52,2025-10-08,2027-03-31,194,6.05,15.8,Optima,6.1,0.385,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012623,LOT-2025-6993,POS-015,Farmacia/Medicamentos,Vitamina C 1000mg Comp,279,0.36,1.09,2025-06-02,2027-02-22,157,2.8,99.3,Optima,4.6,0.298,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012624,LOT-2025-5264,POS-020,Farmacia/Medicamentos,Omeprazol 20mg Cap,89,0.48,1.51,2025-11-13,2026-10-16,28,11.13,8.0,Optima,0.8,0.067,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012625,LOT-2025-3024,POS-017,Farmacia/Medicamentos,Omeprazol 20mg Cap,160,0.49,1.52,2025-05-19,2026-09-19,1,13.5,11.8,Optima,5.6,0.355,Riesgo Inminente: Descuento / Remate,Promoción Aplicada,Sin Merma,0,0.0
REG-012626,LOT-2025-1577,POS-017,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,259,0.25,0.79,2026-06-12,2026-12-23,96,11.11,23.3,Optima,4.0,0.26,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012627,LOT-2025-7135,POS-024,Consumo Masivo,Snack Papas Fritas 150g,151,0.4,0.85,2025-02-27,2026-10-05,17,2.17,69.3,Optima,2.2,0.153,Alerta Temprana: Redistribución Sugerida,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-012628,LOT-2025-3605,POS-007,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,272,0.24,0.8,2026-08-02,2028-04-11,571,2.94,92.2,Optima,4.0,0.263,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012629,LOT-2025-1093,POS-019,Agroquímicos,Glifosato 480 SL 1L,163,3.52,8.56,2025-05-05,2027-02-05,140,5.94,27.4,Optima,2.2,0.153,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012630,LOT-2025-7294,POS-016,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,142,0.26,0.8,2025-09-28,2027-08-30,346,5.71,24.8,Desviación Menor,2.7,0.18,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012631,LOT-2025-3058,POS-003,Farmacia/Medicamentos,Amoxicilina 500mg Cap,172,0.77,2.18,2026-01-06,2026-09-12,-6,10.95,15.7,Optima,3.6,0.236,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,172,132.44
REG-012632,LOT-2025-7157,POS-003,Consumo Masivo,Galletas Integrales 200g,120,0.49,1.11,2025-09-21,2026-09-26,8,9.01,13.3,Optima,3.0,0.203,Riesgo Inminente: Descuento / Remate,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-012633,LOT-2025-9811,POS-014,Farmacia/Medicamentos,Vitamina C 1000mg Comp,45,0.35,1.11,2026-06-25,2027-04-21,215,3.86,11.6,Optima,0.3,0.037,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012634,LOT-2025-6648,POS-021,Consumo Masivo,Leche Entera Larga Vida 1L,228,0.66,0.95,2025-10-31,2026-11-09,52,9.41,24.2,Optima,0.6,0.057,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012635,LOT-2025-6359,POS-023,Farmacia/Medicamentos,Amoxicilina 500mg Cap,224,0.78,2.23,2025-06-04,2027-01-05,109,2.44,91.4,Optima,5.6,0.358,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012636,LOT-2025-5214,POS-025,Consumo Masivo,Galletas Integrales 200g,75,0.49,1.08,2026-02-06,2026-09-06,-12,7.09,10.6,Optima,2.4,0.164,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,75,36.75
REG-012637,LOT-2025-6863,POS-016,Consumo Masivo,Galletas Integrales 200g,273,0.48,1.08,2025-12-10,2026-12-15,88,8.37,32.6,Optima,2.0,0.143,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012638,LOT-2025-1362,POS-023,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,30,0.26,0.81,2025-10-26,2026-09-17,-1,2.99,10.0,Optima,3.8,0.246,Producto Vencido / Retiro de Percha,Baja de Inventario (Merma Realizada),Merma Confirmada,30,7.8
REG-012639,LOT-2025-6013,POS-023,Agroquímicos,Fertilizante Foliar 1L,15,2.2,4.93,2026-01-17,2027-05-23,247,10.23,1.5,Optima,0.8,0.07,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012640,LOT-2025-9687,POS-001,Farmacia/Medicamentos,Omeprazol 20mg Cap,59,0.52,1.48,2026-06-16,2027-10-06,383,13.25,4.4,Optima,4.2,0.275,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012641,LOT-2025-1134,POS-005,Consumo Masivo,Leche Entera Larga Vida 1L,240,0.64,0.96,2025-06-21,2026-11-13,56,3.1,77.2,Optima,4.8,0.311,Alerta Temprana: Redistribución Sugerida,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
REG-012642,LOT-2025-6539,POS-006,Agroquímicos,Glifosato 480 SL 1L,151,3.36,8.67,2025-02-19,2027-05-19,243,4.42,34.1,Optima,0.4,0.042,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012643,LOT-2025-4582,POS-013,Farmacia/Medicamentos,Ibuprofeno 400mg Tab,254,0.26,0.79,2025-11-12,2026-10-15,27,10.55,24.1,Optima,1.7,0.121,Estado Normal,Ninguna (Rotación Adecuada),Sin Merma,0,0.0
REG-012644,LOT-2025-1023,POS-006,Farmacia/Medicamentos,Paracetamol 500mg Tab,230,0.15,0.45,2026-01-01,2027-03-07,170,1.32,172.9,Optima,4.3,0.277,Alerta Temprana: Redistribución Sugerida,Redistribuido a POS Alto Tráfico,Sin Merma,0,0.0
